"","flybasecg","flybase","pass.min.cells","is.mito","chr","start","end","strand","transcript.length"
"CG7988","CG7988","FBgn0038582",TRUE,FALSE,"3R",18220526,18221473,"+",948
"mTerf5","CG7175","FBgn0038584",TRUE,FALSE,"3R",18221522,18223682,"-",2161
"Non3","CG7993","FBgn0038585",TRUE,FALSE,"3R",18223722,18224942,"+",1221
"CG7168","CG7168","FBgn0038586",TRUE,FALSE,"3R",18224902,18226082,"-",1181
"Mdh2","CG7998","FBgn0262559",TRUE,FALSE,"3R",18226396,18228718,"+",2323
"repo","CG31240","FBgn0011701",FALSE,FALSE,"3R",18236192,18239602,"+",3411
"CG7156","CG7156","FBgn0038588",TRUE,FALSE,"3R",18239420,18242159,"-",2740
"14-3-3epsilon","CG31196","FBgn0020238",TRUE,FALSE,"3R",18242531,18250550,"+",8020
"CG12320","CG12320","FBgn0038590",TRUE,FALSE,"3R",18251069,18252734,"-",1666
"CG18598","CG18598","FBgn0038589",TRUE,FALSE,"3R",18251115,18251539,"+",425
"Ada2a","CG43663","FBgn0263738",TRUE,FALSE,"3R",18252843,18255487,"-",2645
"Polr2D","CG43662","FBgn0263757",TRUE,FALSE,"3R",18252843,18255487,"-",2645
"moi","CG42350","FBgn0261019",FALSE,FALSE,"3R",18255530,18257677,"+",2148
"Tgs1","CG44890","FBgn0266195",FALSE,FALSE,"3R",18255530,18257677,"+",2148
"CG18599","CG18599","FBgn0038592",FALSE,FALSE,"3R",18267789,18271172,"+",3384
"Vps39","CG7146","FBgn0038593",TRUE,FALSE,"3R",18271189,18274446,"-",3258
"eIF1A","CG8053","FBgn0026250",TRUE,FALSE,"3R",18274665,18283005,"+",8341
"CG7142","CG7142","FBgn0038595",TRUE,FALSE,"3R",18278181,18279522,"-",1342
"CG14312","CG14312","FBgn0038596",TRUE,FALSE,"3R",18282978,18283528,"-",551
"CG8064","CG8064","FBgn0038597",TRUE,FALSE,"3R",18283660,18286624,"+",2965
"CG7131","CG7131","FBgn0038598",TRUE,FALSE,"3R",18286620,18288777,"-",2158
"l(3)05822","CG7129","FBgn0010877",TRUE,FALSE,"3R",18288866,18298879,"-",10014
"Dlc90F","CG12363","FBgn0024432",TRUE,FALSE,"3R",18299229,18300044,"+",816
"Polr1E","CG18600","FBgn0038601",TRUE,FALSE,"3R",18300195,18301728,"-",1534
"CG7126","CG7126","FBgn0038602",FALSE,FALSE,"3R",18302052,18302849,"-",798
"PKD","CG7125","FBgn0038603",TRUE,FALSE,"3R",18303279,18314407,"-",11129
"naz","CG31235","FBgn0286852",FALSE,FALSE,"3R",18316075,18328942,"-",12868
"CG15803","CG15803","FBgn0038606",FALSE,FALSE,"3R",18330932,18360728,"-",29797
"lncRNA:CR45634","CR45634","FBgn0267194",TRUE,FALSE,"3R",18360983,18361193,"+",211
"hmw","CG7669","FBgn0038607",TRUE,FALSE,"3R",18361994,18364277,"+",2284
"WRNexo","CG7670","FBgn0038608",TRUE,FALSE,"3R",18364244,18366162,"-",1919
"Nup43","CG7671","FBgn0038609",TRUE,FALSE,"3R",18366638,18367913,"+",1276
"gl","CG7672","FBgn0004618",FALSE,FALSE,"3R",18367927,18372738,"-",4812
"lncRNA:CR14310","CR14310","FBgn0040569",FALSE,FALSE,"3R",18372928,18373329,"+",402
"lncRNA:CR44946","CR44946","FBgn0266251",FALSE,FALSE,"3R",18374536,18376497,"+",1962
"CG7675","CG7675","FBgn0038610",TRUE,FALSE,"3R",18378124,18381178,"-",3055
"CG14309","CG14309","FBgn0038611",FALSE,FALSE,"3R",18381580,18385072,"-",3493
"cona","CG7676","FBgn0038612",TRUE,FALSE,"3R",18385828,18386887,"+",1060
"Vha100-4","CG7678","FBgn0038613",FALSE,FALSE,"3R",18386841,18389805,"-",2965
"Vha100-2","CG18617","FBgn0028670",TRUE,FALSE,"3R",18390323,18399169,"-",8847
"Vti1b","CG44009","FBgn0264751",TRUE,FALSE,"3R",18396995,18400339,"+",3345
"Wdr37","CG12333","FBgn0038617",TRUE,FALSE,"3R",18400373,18402716,"-",2344
"koko","CG44010","FBgn0264816",TRUE,FALSE,"3R",18403026,18404726,"+",1701
"CG7685","CG7685","FBgn0038619",TRUE,FALSE,"3R",18404940,18406002,"+",1063
"CG31122","CG31122","FBgn0051122",TRUE,FALSE,"3R",18406064,18412874,"-",6811
"CG10864","CG10864","FBgn0038621",TRUE,FALSE,"3R",18410080,18411631,"-",1552
"fru","CG14307","FBgn0004652",TRUE,FALSE,"3R",18414273,18545586,"-",131314
"CG7691","CG7691","FBgn0038626",TRUE,FALSE,"3R",18559869,18561353,"+",1485
"CG43210","CG43210","FBgn0262846",FALSE,FALSE,"3R",18564264,18565173,"-",910
"hemo","CG43194","FBgn0262823",FALSE,FALSE,"3R",18564264,18565173,"-",910
"CG7694","CG7694","FBgn0038627",TRUE,FALSE,"3R",18573091,18590726,"+",17636
"fray","CG7693","FBgn0023083",TRUE,FALSE,"3R",18573091,18589459,"+",16369
"qin","CG43726","FBgn0263974",TRUE,FALSE,"3R",18591027,18650137,"+",59111
"CG14304","CG14304","FBgn0038629",TRUE,FALSE,"3R",18592801,18621327,"-",28527
"CG14305","CG14305","FBgn0038630",TRUE,FALSE,"3R",18598691,18600097,"+",1407
"CG7695","CG7695","FBgn0038631",TRUE,FALSE,"3R",18616754,18617511,"-",758
"tRNA:Pro-TGG-1-5","CR31228","FBgn0051228",FALSE,FALSE,"3R",18628467,18628538,"-",72
"CG14301","CG14301","FBgn0038632",TRUE,FALSE,"3R",18629151,18641457,"-",12307
"CG31224","CG31224","FBgn0051224",TRUE,FALSE,"3R",18650121,18659309,"-",9189
"CstF64","CG7697","FBgn0027841",TRUE,FALSE,"3R",18659618,18661126,"+",1509
"Cpsf73","CG7698","FBgn0261065",TRUE,FALSE,"3R",18661121,18663552,"-",2432
"Gos28","CG7700","FBgn0044871",TRUE,FALSE,"3R",18663738,18665307,"+",1570
"CG31231","CG31231","FBgn0051231",TRUE,FALSE,"3R",18665361,18667733,"+",2373
"CG31229","CG31229","FBgn0051229",TRUE,FALSE,"3R",18667852,18669083,"+",1232
"asRNA:CR45028","CR45028","FBgn0266388",TRUE,FALSE,"3R",18668572,18669482,"-",911
"CG7702","CG7702","FBgn0038638",TRUE,FALSE,"3R",18669390,18674679,"+",5290
"CG31230","CG31230","FBgn0051230",TRUE,FALSE,"3R",18671679,18672094,"+",416
"dind","CG7705","FBgn0286828",TRUE,FALSE,"3R",18674626,18677539,"-",2914
"CG7706","CG7706","FBgn0038640",TRUE,FALSE,"3R",18677818,18680321,"+",2504
"ChT","CG7708","FBgn0038641",FALSE,FALSE,"3R",18680604,18686739,"+",6136
"CG46318","CG46318","FBgn0284234",FALSE,FALSE,"3R",18680604,18685290,"+",4687
"Muc91C","CG7709","FBgn0038642",FALSE,FALSE,"3R",18687556,18692719,"-",5164
"CG14300","CG14300","FBgn0038643",FALSE,FALSE,"3R",18693293,18693711,"-",419
"CG34282","CG34282","FBgn0085311",FALSE,FALSE,"3R",18695252,18695995,"+",744
"lncRNA:CR45996","CR45996","FBgn0267658",FALSE,FALSE,"3R",18698135,18701290,"-",3156
"ChAT","CG12345","FBgn0000303",TRUE,FALSE,"3R",18705501,18732344,"+",26844
"VAChT","CG32848","FBgn0270928",FALSE,FALSE,"3R",18705501,18718916,"+",13416
"lncRNA:CR46265","CR46265","FBgn0275433",TRUE,FALSE,"3R",18719623,18719998,"+",376
"CG34283","CG34283","FBgn0085312",TRUE,FALSE,"3R",18721967,18722590,"-",624
"CG7714","CG7714","FBgn0038645",FALSE,FALSE,"3R",18725399,18726434,"-",1036
"CG7715","CG7715","FBgn0038646",FALSE,FALSE,"3R",18727573,18728468,"-",896
"CG14302","CG14302","FBgn0038647",FALSE,FALSE,"3R",18732681,18733034,"+",354
"Mekk1","CG7717","FBgn0024329",TRUE,FALSE,"3R",18733106,18743594,"-",10489
"PGS1","CG7718","FBgn0038649",TRUE,FALSE,"3R",18744063,18746041,"-",1979
"gwl","CG7719","FBgn0260399",TRUE,FALSE,"3R",18746370,18750360,"+",3991
"Epg5","CG14299","FBgn0038651",TRUE,FALSE,"3R",18750436,18758873,"-",8438
"CG7720","CG7720","FBgn0038652",TRUE,FALSE,"3R",18759236,18795169,"-",35934
"Octalpha2R","CG18208","FBgn0038653",TRUE,FALSE,"3R",18799280,18849224,"-",49945
"lncRNA:CR45633","CR45633","FBgn0267193",TRUE,FALSE,"3R",18850940,18851239,"-",300
"CG31226","CG31226","FBgn0051226",TRUE,FALSE,"3R",18851305,18851798,"-",494
"CG14298","CG14298","FBgn0038654",TRUE,FALSE,"3R",18875528,18877204,"+",1677
"CG14297","CG14297","FBgn0038655",TRUE,FALSE,"3R",18898121,18899342,"+",1222
"Rh2","CG16740","FBgn0003248",FALSE,FALSE,"3R",18899423,18901019,"+",1597
"CG14294","CG14294","FBgn0038656",TRUE,FALSE,"3R",18901663,18902264,"-",602
"CG34284","CG34284","FBgn0085313",FALSE,FALSE,"3R",18902338,18902933,"-",596
"CG14292","CG14292","FBgn0038658",TRUE,FALSE,"3R",18904933,18905655,"-",723
"EndoA","CG14296","FBgn0038659",TRUE,FALSE,"3R",18906609,18910755,"+",4147
"Sgsh","CG14291","FBgn0038660",FALSE,FALSE,"3R",18911053,18912922,"-",1870
"Xrp1","CG17836","FBgn0261113",TRUE,FALSE,"3R",18914968,18926989,"+",12022
"Mpc1","CG14290","FBgn0038662",TRUE,FALSE,"3R",18926996,18928659,"-",1664
"CG42613","CG42613","FBgn0261262",TRUE,FALSE,"3R",18929196,18978088,"+",48893
"CG43732","CG43732","FBgn0263983",FALSE,FALSE,"3R",18950196,18976557,"+",26362
"euc","CG12269","FBgn0038665",FALSE,FALSE,"3R",18978273,18978809,"-",537
"Smu1","CG5451","FBgn0038666",TRUE,FALSE,"3R",18978980,18981324,"-",2345
"dnk","CG5452","FBgn0022338",TRUE,FALSE,"3R",18980995,18982749,"+",1755
"snRNP-U1-C","CG5454","FBgn0261792",TRUE,FALSE,"3R",18982964,18983650,"-",687
"gukh","CG31043","FBgn0026239",TRUE,FALSE,"3R",18984025,19022436,"+",38412
"CG6005","CG6005","FBgn0038672",TRUE,FALSE,"3R",19022458,19024030,"-",1573
"CG14286","CG14286","FBgn0038673",TRUE,FALSE,"3R",19024092,19024853,"+",762
"CG14285","CG14285","FBgn0038674",TRUE,FALSE,"3R",19025099,19026203,"+",1105
"GatA","CG6007","FBgn0260779",TRUE,FALSE,"3R",19026174,19028857,"-",2684
"NP15.6","CG6008","FBgn0027785",TRUE,FALSE,"3R",19027368,19028015,"+",648
"P5cr","CG6009","FBgn0015781",TRUE,FALSE,"3R",19028931,19030159,"+",1229
"Prp18","CG6011","FBgn0027784",TRUE,FALSE,"3R",19029968,19031271,"-",1304
"CG6013","CG6013","FBgn0038675",TRUE,FALSE,"3R",19031503,19032409,"+",907
"CG6026","CG6026","FBgn0038676",FALSE,FALSE,"3R",19033538,19044693,"+",11156
"cdi","CG6027","FBgn0004876",TRUE,FALSE,"3R",19044882,19094270,"-",49389
"lncRNA:CR46041","CR46041","FBgn0267708",FALSE,FALSE,"3R",19058020,19058519,"+",500
"mRpL55","CG14283","FBgn0038678",TRUE,FALSE,"3R",19094394,19094905,"-",512
"ATPsynD","CG6030","FBgn0016120",TRUE,FALSE,"3R",19095000,19096271,"+",1272
"CG6040","CG6040","FBgn0038679",TRUE,FALSE,"3R",19096961,19131929,"+",34969
"Cyp12a5","CG11821","FBgn0038680",FALSE,FALSE,"3R",19132648,19134704,"+",2057
"Cyp12a4","CG6042","FBgn0038681",TRUE,FALSE,"3R",19135158,19137136,"+",1979
"Ppcs","CG5629","FBgn0261285",TRUE,FALSE,"3R",19139054,19147910,"-",8857
"CG5835","CG5835","FBgn0038682",TRUE,FALSE,"3R",19148632,19153686,"-",5055
"asRNA:CR44107","CR44107","FBgn0264916",FALSE,FALSE,"3R",19149122,19149557,"+",436
"CG11779","CG11779","FBgn0038683",TRUE,FALSE,"3R",19154097,19159878,"-",5782
"nos","CG5637","FBgn0002962",TRUE,FALSE,"3R",19157238,19160202,"+",2965
"Nsun5","CG42358","FBgn0259704",TRUE,FALSE,"3R",19160099,19162300,"-",2202
"CG42359","CG42359","FBgn0259705",TRUE,FALSE,"3R",19161259,19162300,"-",1042
"sqz","CG5557","FBgn0010768",TRUE,FALSE,"3R",19164211,19170576,"+",6366
"CG14282","CG14282","FBgn0038685",TRUE,FALSE,"3R",19177000,19177986,"+",987
"CG5555","CG5555","FBgn0038686",TRUE,FALSE,"3R",19178085,19180538,"-",2454
"myd","CG31475","FBgn0051475",TRUE,FALSE,"3R",19180659,19201096,"+",20438
"lncRNA:CR46039","CR46039","FBgn0267706",FALSE,FALSE,"3R",19191981,19193028,"+",1048
"cry","CG3772","FBgn0025680",TRUE,FALSE,"3R",19212154,19215442,"+",3289
"lncRNA:CR46393","CR46393","FBgn0286871",FALSE,FALSE,"3R",19212154,19212727,"+",574
"vib","CG5269","FBgn0267975",TRUE,FALSE,"3R",19215434,19226651,"-",11218
"CG11703","CG11703","FBgn0038690",TRUE,FALSE,"3R",19226903,19228180,"-",1278
"CG5250","CG5250","FBgn0038691",TRUE,FALSE,"3R",19228217,19229276,"-",1060
"Polr2M","CG3773","FBgn0038692",TRUE,FALSE,"3R",19229463,19230832,"+",1370
"unc79","CG5237","FBgn0038693",TRUE,FALSE,"3R",19230764,19246130,"-",15367
"CG5217","CG5217","FBgn0038694",TRUE,FALSE,"3R",19247052,19248136,"-",1085
"CG14280","CG14280","FBgn0038695",TRUE,FALSE,"3R",19256777,19260132,"+",3356
"lncRNA:CR44173","CR44173","FBgn0265062",FALSE,FALSE,"3R",19278775,19279728,"-",954
"lncRNA:CR43451","CR43451","FBgn0263405",FALSE,FALSE,"3R",19288357,19289296,"+",940
"CG44174","CG44174","FBgn0265063",TRUE,FALSE,"3R",19297246,19297695,"-",450
"Dl","CG3619","FBgn0000463",TRUE,FALSE,"3R",19302731,19326217,"-",23487
"lncRNA:CR44175","CR44175","FBgn0265064",TRUE,FALSE,"3R",19326816,19327560,"-",745
"hpRNA:CR46343","CR46343","FBgn0285993",FALSE,FALSE,"3R",19326954,19327168,"-",215
"lncRNA:CR43258","CR43258","FBgn0262903",TRUE,FALSE,"3R",19329736,19330836,"+",1101
"CG43203","CG43203","FBgn0262839",TRUE,FALSE,"3R",19354051,19354884,"+",834
"Ino80","CG31212","FBgn0086613",TRUE,FALSE,"3R",19368995,19403153,"-",34159
"CG3581","CG3581","FBgn0038697",TRUE,FALSE,"3R",19373757,19374789,"-",1033
"CG31404","CG31404","FBgn0051404",TRUE,FALSE,"3R",19375043,19376023,"-",981
"CG31245","CG31245","FBgn0051245",TRUE,FALSE,"3R",19376195,19377225,"-",1031
"CG3734","CG3734","FBgn0038700",FALSE,FALSE,"3R",19387861,19389866,"+",2006
"CG18493","CG18493","FBgn0038701",FALSE,FALSE,"3R",19390270,19392132,"+",1863
"CG3739","CG3739","FBgn0038702",FALSE,FALSE,"3R",19393360,19395188,"+",1829
"CG31244","CG31244","FBgn0051244",TRUE,FALSE,"3R",19397430,19398567,"-",1138
"CG5316","CG5316","FBgn0038704",TRUE,FALSE,"3R",19403455,19406294,"+",2840
"CG11626","CG11626","FBgn0038705",FALSE,FALSE,"3R",19408873,19411265,"+",2393
"CG31221","CG31221","FBgn0051221",TRUE,FALSE,"3R",19412689,19460311,"+",47623
"CG3517","CG3517","FBgn0038706",TRUE,FALSE,"3R",19423779,19425199,"-",1421
"Dys","CG34157","FBgn0260003",TRUE,FALSE,"3R",19461085,19597288,"+",136204
"Scsalpha2","CG6255","FBgn0038708",TRUE,FALSE,"3R",19461879,19463066,"-",1188
"CG15025","CG15025","FBgn0038709",TRUE,FALSE,"3R",19489570,19491115,"-",1546
"snoRNA:Me18S-A1374","CR33634","FBgn0065080",FALSE,FALSE,"3R",19586196,19586263,"+",68
"Cpr92A","CG6240","FBgn0038714",FALSE,FALSE,"3R",19597502,19598955,"-",1454
"CG7333","CG7333","FBgn0038715",FALSE,FALSE,"3R",19600635,19602629,"+",1995
"CG7342","CG7342","FBgn0038716",FALSE,FALSE,"3R",19603375,19606475,"+",3101
"CG17751","CG17751","FBgn0038717",FALSE,FALSE,"3R",19607254,19609322,"+",2069
"CG17752","CG17752","FBgn0038718",FALSE,FALSE,"3R",19610225,19612437,"+",2213
"CG16727","CG16727","FBgn0038719",FALSE,FALSE,"3R",19613381,19615784,"+",2404
"CG6231","CG6231","FBgn0038720",TRUE,FALSE,"3R",19616024,19632718,"-",16695
"mir-9373","CR46289","FBgn0283555",FALSE,FALSE,"3R",19621080,19621138,"-",59
"subdued","CG16718","FBgn0038721",TRUE,FALSE,"3R",19633418,19642722,"-",9305
"CG34138","CG34138","FBgn0083974",FALSE,FALSE,"3R",19634949,19635879,"+",931
"Vha13","CG6213","FBgn0283536",TRUE,FALSE,"3R",19643018,19644386,"-",1369
"Nup58","CG7360","FBgn0038722",TRUE,FALSE,"3R",19645026,19646906,"+",1881
"CG6195","CG6195","FBgn0038723",TRUE,FALSE,"3R",19646930,19648410,"-",1481
"CG31220","CG31220","FBgn0051220",FALSE,FALSE,"3R",19648487,19650586,"+",2100
"CG31219","CG31219","FBgn0051219",FALSE,FALSE,"3R",19651018,19652430,"+",1413
"CG6184","CG6184","FBgn0038725",TRUE,FALSE,"3R",19652369,19657866,"-",5498
"ort","CG7411","FBgn0003011",FALSE,FALSE,"3R",19659748,19663672,"+",3925
"CG7432","CG7432","FBgn0038727",FALSE,FALSE,"3R",19665007,19670827,"+",5821
"Naam","CG31216","FBgn0051216",TRUE,FALSE,"3R",19671450,19698742,"+",27293
"tRNA:Val-CAC-2-5","CR31214","FBgn0012003",FALSE,FALSE,"3R",19672277,19672349,"-",73
"CG34286","CG34286","FBgn0085315",TRUE,FALSE,"3R",19715186,19715927,"-",742
"GluClalpha","CG7535","FBgn0024963",TRUE,FALSE,"3R",19730715,19775231,"+",44517
"lncRNA:CR43488","CR43488","FBgn0263499",TRUE,FALSE,"3R",19743789,19744477,"-",689
"Acsx1L","CG6300","FBgn0038730",FALSE,FALSE,"3R",19771382,19773225,"-",1844
"Acsx1R","CG11659","FBgn0038731",FALSE,FALSE,"3R",19775459,19777280,"-",1822
"Acsx2","CG11391","FBgn0038732",FALSE,FALSE,"3R",19778750,19780727,"+",1978
"Acsx3","CG11407","FBgn0038733",FALSE,FALSE,"3R",19781246,19783145,"+",1900
"Acsx4","CG11453","FBgn0038734",FALSE,FALSE,"3R",19783522,19785519,"+",1998
"tRNA:Val-CAC-2-6","CR31430","FBgn0012004",FALSE,FALSE,"3R",19790122,19790194,"+",73
"tRNA:Ala-AGC-2-11","CR31215","FBgn0051215",FALSE,FALSE,"3R",19790972,19791044,"+",73
"bnl","CG4608","FBgn0014135",TRUE,FALSE,"3R",19794073,19836817,"-",42745
"tRNA:Thr-AGT-1-7","CR31471","FBgn0051471",FALSE,FALSE,"3R",19802690,19802763,"+",74
"CG31459","CG31459","FBgn0051459",TRUE,FALSE,"3R",19840845,19842040,"+",1196
"MICU3","CG4662","FBgn0038735",TRUE,FALSE,"3R",19847311,19854403,"+",7093
"Ire1","CG4583","FBgn0261984",TRUE,FALSE,"3R",19853908,19861291,"-",7384
"Mrm2","CG11447","FBgn0038737",TRUE,FALSE,"3R",19861610,19862600,"+",991
"CG4572","CG4572","FBgn0038738",TRUE,FALSE,"3R",19862517,19864393,"-",1877
"CG4686","CG4686","FBgn0038739",TRUE,FALSE,"3R",19864496,19866869,"+",2374
"Mrp5","CG4562","FBgn0038740",TRUE,FALSE,"3R",19865417,19875678,"-",10262
"CG17186","CG17186","FBgn0038741",TRUE,FALSE,"3R",19875974,19877514,"-",1541
"Arc42","CG4703","FBgn0038742",TRUE,FALSE,"3R",19877737,19879309,"+",1573
"Ask1","CG4720","FBgn0014006",TRUE,FALSE,"3R",19879719,19886030,"+",6312
"ninaE","CG4550","FBgn0002940",FALSE,FALSE,"3R",19886255,19888206,"-",1952
"CG4733","CG4733","FBgn0038744",TRUE,FALSE,"3R",19890689,19898738,"+",8050
"ClpX","CG4538","FBgn0038745",TRUE,FALSE,"3R",19897372,19903689,"-",6318
"Surf6","CG4510","FBgn0038746",TRUE,FALSE,"3R",19903665,19904868,"-",1204
"RhoGAP92B","CG4755","FBgn0038747",TRUE,FALSE,"3R",19905164,19914272,"+",9109
"lncRNA:CR45047","CR45047","FBgn0266407",FALSE,FALSE,"3R",19907681,19908091,"+",411
"lncRNA:CR45048","CR45048","FBgn0266408",TRUE,FALSE,"3R",19908403,19910318,"-",1916
"Xport-B","CG42508","FBgn0260234",FALSE,FALSE,"3R",19914320,19915412,"-",1093
"Xport-A","CG4468","FBgn0038749",FALSE,FALSE,"3R",19914396,19915412,"-",1017
"CG4465","CG4465","FBgn0038750",FALSE,FALSE,"3R",19915868,19917839,"-",1972
"CG4770","CG4770","FBgn0038751",FALSE,FALSE,"3R",19918507,19920584,"+",2078
"lncRNA:CR43282","CR43282","FBgn0262971",TRUE,FALSE,"3R",19920597,19921310,"-",714
"hpRNA:1","CR46341","FBgn0285966",FALSE,FALSE,"3R",19920708,19920862,"-",155
"lncRNA:CR46040","CR46040","FBgn0267707",TRUE,FALSE,"3R",19921313,19921671,"+",359
"CG4462","CG4462","FBgn0038752",FALSE,FALSE,"3R",19921744,19925371,"-",3628
"CG4459","CG4459","FBgn0038753",FALSE,FALSE,"3R",19926322,19928644,"-",2323
"Hs6st","CG4451","FBgn0038755",TRUE,FALSE,"3R",19929277,20008512,"-",79236
"mira","CG12249","FBgn0021776",TRUE,FALSE,"3R",19931799,19935120,"-",3322
"CG46042","CG46042","FBgn0267709",FALSE,FALSE,"3R",19941997,19942412,"-",416
"CG4783","CG4783","FBgn0038756",FALSE,FALSE,"3R",19948443,19948907,"+",465
"CG31213","CG31213","FBgn0051213",TRUE,FALSE,"3R",19972898,19979569,"+",6672
"MED25","CG12254","FBgn0038760",TRUE,FALSE,"3R",20008947,20011712,"+",2766
"CG17190","CG17190","FBgn0038761",FALSE,FALSE,"3R",20011776,20013504,"-",1729
"CG4836","CG4836","FBgn0270925",TRUE,FALSE,"3R",20013872,20018248,"+",4377
"PIG-L","CG4433","FBgn0038763",TRUE,FALSE,"3R",20018269,20021338,"-",3070
"psidin","CG4845","FBgn0243511",TRUE,FALSE,"3R",20021704,20026482,"+",4779
"CG4424","CG4424","FBgn0038765",TRUE,FALSE,"3R",20026487,20028040,"-",1554
"CG4854","CG4854","FBgn0038766",TRUE,FALSE,"3R",20028058,20029561,"+",1504
"trem","CG4413","FBgn0038767",TRUE,FALSE,"3R",20029560,20031309,"-",1750
"CG4936","CG4936","FBgn0038768",TRUE,FALSE,"3R",20031823,20034330,"+",2508
"Regnase-1","CG10889","FBgn0038769",TRUE,FALSE,"3R",20033881,20036056,"-",2176
"CG17193","CG17193","FBgn0040571",TRUE,FALSE,"3R",20036421,20056097,"-",19677
"CG33934","CG33934","FBgn0064119",FALSE,FALSE,"3R",20042757,20048716,"+",5960
"Indy-2","CG33933","FBgn0260466",FALSE,FALSE,"3R",20042757,20048716,"+",5960
"CG4390","CG4390","FBgn0038771",TRUE,FALSE,"3R",20056418,20059750,"-",3333
"mdlc","CG4973","FBgn0038772",TRUE,FALSE,"3R",20057748,20059291,"+",1544
"Rh3","CG10888","FBgn0003249",FALSE,FALSE,"3R",20081060,20082450,"-",1391
"CG31206","CG31206","FBgn0051206",TRUE,FALSE,"3R",20106936,20107963,"-",1028
"CG10887","CG10887","FBgn0038773",TRUE,FALSE,"3R",20114838,20117139,"+",2302
"Gr92a","CG31208","FBgn0045471",FALSE,FALSE,"3R",20121060,20122277,"+",1218
"lncRNA:CR42836","CR42836","FBgn0262025",TRUE,FALSE,"3R",20139148,20139921,"-",774
"CG5023","CG5023","FBgn0038774",TRUE,FALSE,"3R",20169435,20174872,"+",5438
"Nlg4","CG34139","FBgn0083975",FALSE,FALSE,"3R",20204809,20245473,"+",40665
"CG17199","CG17199","FBgn0038775",TRUE,FALSE,"3R",20208201,20209791,"-",1591
"lncRNA:CR46043","CR46043","FBgn0267710",FALSE,FALSE,"3R",20238507,20239091,"-",585
"cic","CG43122","FBgn0262582",TRUE,FALSE,"3R",20252770,20303942,"+",51173
"CG4367","CG4367","FBgn0038783",FALSE,FALSE,"3R",20303955,20304977,"-",1023
"CG4362","CG4362","FBgn0038784",TRUE,FALSE,"3R",20306216,20307537,"-",1322
"Orp8","CG42668","FBgn0261550",TRUE,FALSE,"3R",20309344,20324196,"+",14853
"CG4360","CG4360","FBgn0038787",TRUE,FALSE,"3R",20324274,20328003,"-",3730
"asRNA:CR45800","CR45800","FBgn0267450",TRUE,FALSE,"3R",20325529,20326260,"+",732
"Sirt2","CG5085","FBgn0038788",TRUE,FALSE,"3R",20328465,20330915,"+",2451
"Ir92a","CG15685","FBgn0038789",FALSE,FALSE,"3R",20338973,20343902,"+",4930
"lncRNA:CR45023","CR45023","FBgn0266381",TRUE,FALSE,"3R",20358839,20360281,"+",1443
"MtnC","CG5097","FBgn0038790",TRUE,FALSE,"3R",20360308,20360634,"+",327
"Gfrl","CG43224","FBgn0262869",TRUE,FALSE,"3R",20378458,20484588,"-",106131
"Tmlh","CG4335","FBgn0038795",FALSE,FALSE,"3R",20406615,20407871,"-",1257
"eIF3g2","CG10881","FBgn0038796",TRUE,FALSE,"3R",20408265,20409243,"+",979
"lncRNA:CR44400","CR44400","FBgn0265550",FALSE,FALSE,"3R",20485136,20485528,"+",393
"lncRNA:CR44401","CR44401","FBgn0265551",TRUE,FALSE,"3R",20485778,20486679,"-",902
"Dic2","CG4323","FBgn0038797",TRUE,FALSE,"3R",20499992,20501427,"-",1436
"CG46441","CG46441","FBgn0287211",TRUE,FALSE,"3R",20501316,20502010,"-",695
"MtnB","CG4312","FBgn0002869",TRUE,FALSE,"3R",20503102,20503746,"-",645
"Or92a","CG17916","FBgn0038798",FALSE,FALSE,"3R",20504788,20506186,"+",1399
"MFS9","CG4288","FBgn0038799",TRUE,FALSE,"3R",20507392,20512468,"-",5077
"MtnE","CG42872","FBgn0262146",FALSE,FALSE,"3R",20534021,20534704,"-",684
"MtnD","CG33192","FBgn0053192",FALSE,FALSE,"3R",20534962,20535301,"+",340
"Stat92E","CG4257","FBgn0016917",TRUE,FALSE,"3R",20535323,20552311,"-",16989
"DPCoAC","CG4241","FBgn0067783",TRUE,FALSE,"3R",20552385,20557667,"-",5283
"att-ORFB","CG33488","FBgn0067782",FALSE,FALSE,"3R",20552635,20554400,"-",1766
"CG5180","CG5180","FBgn0043457",TRUE,FALSE,"3R",20557930,20559760,"+",1831
"CG15922","CG15922","FBgn0040575",TRUE,FALSE,"3R",20559708,20560280,"-",573
"CG5191","CG5191","FBgn0038803",TRUE,FALSE,"3R",20560865,20573000,"+",12136
"CG10877","CG10877","FBgn0038804",TRUE,FALSE,"3R",20562486,20564067,"-",1582
"snoRNA:Psi18S-301","CR34614","FBgn0083039",FALSE,FALSE,"3R",20574906,20575043,"+",138
"TFAM","CG4217","FBgn0038805",TRUE,FALSE,"3R",20575245,20577010,"-",1766
"CG5412","CG5412","FBgn0038806",TRUE,FALSE,"3R",20577053,20578131,"+",1079
"EloB","CG4204","FBgn0023212",TRUE,FALSE,"3R",20578222,20579850,"-",1629
"Srp14","CG5417","FBgn0038808",TRUE,FALSE,"3R",20580115,20580764,"+",650
"CG34008","CG34008","FBgn0054008",TRUE,FALSE,"3R",20580683,20581522,"-",840
"CG16953","CG16953","FBgn0038809",TRUE,FALSE,"3R",20581770,20585833,"-",4064
"Septin2","CG4173","FBgn0014029",TRUE,FALSE,"3R",20586129,20588356,"-",2228
